ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_cost_of_goods_sold|ca_emp_compens_n_travel|ca_compensation_to_employees_no_of_employees|ca_total_assets|ca_non_current_assets|ca_net_fixed_assets|ca_cap_wip|ca_lt_inventories|ca_st_inventories|ca_total_assets|ca_op_cf_before_working_cap_chg
5747|ADANI ENTERPRISES LTD.|31-03-2002|12|IGAAP|35209.2600|124.3000|ER|18322.0000|NA|372.5000|28.8000|NA|NA|18322.0000|1268.3000
5747|ADANI ENTERPRISES LTD.|31-03-2003|12|IGAAP|42520.4900|146.8000|ER|17676.8000|NA|754.8000|30.4000|NA|NA|17676.8000|1088.7000
5747|ADANI ENTERPRISES LTD.|31-03-2004|12|IGAAP|84497.3700|185.3000|ER|21814.4000|NA|584.3000|172.2000|NA|NA|21814.4000|1308.7000
5747|ADANI ENTERPRISES LTD.|31-03-2005|12|IGAAP|143932.8000|237.1000|ER|36756.9000|NA|502.1000|64.5000|NA|NA|36756.9000|1408.7000
5747|ADANI ENTERPRISES LTD.|31-03-2006|12|IGAAP|117832.4700|364.2000|ER|43982.6000|NA|1400.9000|428.8000|NA|NA|43982.6000|2050.8000
5747|ADANI ENTERPRISES LTD.|31-03-2007|12|IGAAP|159383.6700|689.0000|ER|79235.6000|NA|4140.8000|8941.0000|NA|NA|79235.6000|5026.2000
5747|ADANI ENTERPRISES LTD.|31-03-2008|12|IGAAP|181715.0900|1054.5000|ER|124202.3000|NA|8121.9000|29842.6000|NA|NA|124202.3000|6871.9000
5747|ADANI ENTERPRISES LTD.|31-03-2009|12|IGAAP|243729.1400|1290.8000|ER|201639.6000|NA|19184.7000|69589.2000|NA|NA|201639.6000|10854.2000
5747|ADANI ENTERPRISES LTD.|31-03-2010|12|IGAAP|232030.1300|1334.2000|ER|305218.0000|NA|45772.8000|133365.9000|NA|NA|305218.0000|15735.9000
5747|ADANI ENTERPRISES LTD.|31-03-2011|12|IGAAP|217183.8900|4148.3000|ER|641330.6000|NA|172574.0000|289688.5000|NA|NA|641330.6000|42696.6000
5747|ADANI ENTERPRISES LTD.|31-03-2012|12|IGAAP|331697.4400|4905.0000|ER|1071670.5000|814072.0000|377350.3000|372207.2000|NA|52147.8000|1071670.5000|46453.4000
5747|ADANI ENTERPRISES LTD.|31-03-2013|12|IGAAP|393321.2100|7076.9000|ER|1121079.4000|841304.6000|487702.7000|292484.4000|NA|37333.4000|1121079.4000|69348.8000
5747|ADANI ENTERPRISES LTD.|31-03-2014|12|IGAAP|447120.5300|9201.1000|ER|1187179.2000|917742.8000|705787.0000|135736.0000|NA|39240.7000|1187179.2000|94588.7000
5747|ADANI ENTERPRISES LTD.|31-03-2015|12|IGAAP|508813.8300|12512.7000|ER|1312487.6000|984743.5000|838340.4000|67330.2000|NA|40816.8000|1312487.6000|124542.6000
5747|ADANI ENTERPRISES LTD.|31-03-2016|12|INDAS|306865.8900|5666.6000|ER|417703.9000|204194.1000|104733.0000|77049.4000|NA|12997.8000|417703.9000|17130.7000
5747|ADANI ENTERPRISES LTD.|31-03-2017|12|INDAS|335258.8800|5509.0000|ER|477451.6000|255307.3000|136313.6000|77314.9000|NA|16519.0000|477451.6000|23435.3000
5747|ADANI ENTERPRISES LTD.|31-03-2018|12|INDAS|331724.0800|6103.3000|ER|565999.6000|210383.3000|105194.9000|55258.7000|NA|23425.6000|565999.6000|34622.8000
5747|ADANI ENTERPRISES LTD.|31-03-2019|12|INDAS|366546.4900|7061.0000|ER|431150.1000|199110.1000|89980.9000|57649.2000|NA|26688.2000|431150.1000|21286.7000
5747|ADANI ENTERPRISES LTD.|31-03-2020|12|INDAS|386421.0300|7392.1000|ER|470455.7000|227154.4000|104446.0000|73467.3000|NA|26007.9000|470455.7000|31818.1000
5747|ADANI ENTERPRISES LTD.|31-03-2021|12|INDAS|355851.4900|8686.0000|ER|517257.0000|316795.5000|108062.1000|88254.6000|NA|17889.5000|517257.0000|NA
5747|ADANI ENTERPRISES LTD.|31-03-2022|12|INDAS|636248.2500|12551.4000|607.9407|1018524.1000|708148.0000|300762.2000|235444.2000|NA|67994.5000|1018524.1000|41221.2000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2002|12|IGAAP|2700.4500|560.5000|ER|5637.3000|NA|2755.8000|260.2000|NA|NA|5637.3000|802.8000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2003|12|IGAAP|3396.8700|729.8000|ER|6634.4000|NA|2772.9000|1267.1000|NA|NA|6634.4000|905.8000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2004|12|IGAAP|3603.8000|885.6000|ER|7456.5000|NA|3751.0000|1063.9000|NA|NA|7456.5000|1028.9000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2005|12|IGAAP|4410.0400|1145.0000|ER|8296.5000|NA|5042.6000|54.9000|NA|NA|8296.5000|1209.3000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2006|12|IGAAP|5412.3800|1224.4000|ER|12134.8000|NA|6033.8000|662.6000|NA|NA|12134.8000|1276.6000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2007|12|IGAAP|6773.6200|1548.9000|ER|14547.5000|NA|6216.1000|1876.5000|NA|NA|14547.5000|1616.0000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2008|12|IGAAP|8684.0800|2089.8000|ER|22504.6000|NA|9066.4000|753.4000|NA|NA|22504.6000|1926.1000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2009|12|IGAAP|11746.4900|2770.7000|ER|26454.5000|NA|10438.4000|2524.5000|NA|NA|26454.5000|2298.6000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2010|12|IGAAP|14261.4300|3481.1000|124.0819|32671.5000|NA|13219.8000|3240.0000|NA|NA|32671.5000|3151.3000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2011|12|IGAAP|18545.8800|4371.8000|135.4798|36304.9000|27491.9000|15295.0000|3610.0000|NA|1584.6000|36304.9000|4320.6000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2012|12|IGAAP|22236.4100|5289.1000|ER|40120.3000|29446.7000|20112.6000|2092.7000|NA|1915.3000|40120.3000|5370.7000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2013|12|IGAAP|26512.3000|6553.9000|176.2900|48462.0000|32643.2000|23406.1000|4034.0000|NA|2186.9000|48462.0000|6316.8000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2015|12|IGAAP|37229.7000|9018.6000|214.6587|64794.6000|45405.8000|32441.1000|4659.2000|NA|3502.6000|64794.6000|7592.3000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2016|12|INDAS|46914.3300|10776.1000|234.9909|77534.1000|57003.8000|39974.2000|4467.5000|NA|4061.4000|77534.1000|7275.5000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2017|12|INDAS|55435.8100|12567.4000|240.5170|86812.9000|64233.4000|46500.5000|2477.4000|NA|4668.7000|86812.9000|7628.4000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2018|12|INDAS|64411.9700|14718.2000|256.7553|100895.5000|77511.9000|47656.8000|7122.0000|NA|5658.5000|100895.5000|8674.1000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2019|12|INDAS|74258.8000|16800.0000|264.7166|93267.0000|69014.0000|49751.0000|8218.0000|NA|5848.0000|93267.0000|11437.0000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2020|12|INDAS|86965.1900|19397.0000|294.3962|124588.0000|96926.0000|74262.0000|2356.0000|NA|7378.0000|124588.0000|16693.0000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2021|12|INDAS|85120.9000|16727.0000|233.7363|126236.0000|88141.0000|67730.0000|2339.0000|NA|2495.0000|126236.0000|13013.0000
18102|APOLLO HOSPITALS ENTERPRISE LTD.|31-03-2022|12|INDAS|113316.7000|18473.0000|251.2199|147026.0000|103891.0000|82647.0000|455.0000|NA|4319.0000|147026.0000|22704.0000
22859|ASIAN PAINTS LTD.|31-03-2002|12|IGAAP|9229.6000|1151.3000|ER|9021.0000|NA|4469.1000|49.8000|NA|NA|9021.0000|NA
22859|ASIAN PAINTS LTD.|31-03-2003|12|IGAAP|10779.2100|1384.9000|ER|14134.3000|NA|5788.2000|50.6000|NA|NA|14134.3000|3019.7000
22859|ASIAN PAINTS LTD.|31-03-2004|12|IGAAP|15100.9200|2064.2000|ER|14560.9000|NA|5275.2000|107.2000|NA|NA|14560.9000|3114.6000
22859|ASIAN PAINTS LTD.|31-03-2005|12|IGAAP|17773.4200|2224.3000|ER|15791.9000|NA|4772.9000|139.5000|NA|NA|15791.9000|3506.4000
22859|ASIAN PAINTS LTD.|31-03-2006|12|IGAAP|20972.7800|2513.8000|ER|17671.4000|NA|4629.8000|473.7000|NA|NA|17671.4000|4156.6000
22859|ASIAN PAINTS LTD.|31-03-2007|12|IGAAP|25369.8000|2980.3000|ER|20930.8000|NA|5262.4000|276.6000|NA|NA|20930.8000|5007.7000
22859|ASIAN PAINTS LTD.|31-03-2008|12|IGAAP|29728.5200|3492.8000|ER|25567.7000|NA|6219.1000|1424.6000|NA|NA|25567.7000|6680.2000
22859|ASIAN PAINTS LTD.|31-03-2009|12|IGAAP|38800.7200|4176.1000|ER|40625.3000|NA|8635.8000|1701.2000|NA|NA|40625.3000|7267.0000
22859|ASIAN PAINTS LTD.|31-03-2010|12|IGAAP|42947.6700|4853.2000|ER|53412.5000|NA|9095.5000|4192.7000|NA|NA|53412.5000|12477.0000
22859|ASIAN PAINTS LTD.|31-03-2011|12|IGAAP|50980.3600|5083.7000|ER|46765.2000|15758.8000|13098.7000|433.2000|NA|13054.3000|46765.2000|13308.8000
22859|ASIAN PAINTS LTD.|31-03-2012|12|IGAAP|64971.3700|5923.4000|ER|57780.7000|22374.6000|13005.5000|6170.8000|NA|15988.9000|57780.7000|15392.9000
22859|ASIAN PAINTS LTD.|31-03-2013|12|IGAAP|72863.9000|7142.7000|ER|68684.7000|28190.4000|24409.7000|592.1000|NA|18302.9000|68684.7000|17839.2000
22859|ASIAN PAINTS LTD.|31-03-2014|12|IGAAP|84797.0500|8754.9000|ER|81686.9000|32029.9000|25615.8000|716.0000|NA|20698.6000|81686.9000|20506.4000
22859|ASIAN PAINTS LTD.|31-03-2015|12|IGAAP|92900.7500|10624.9000|ER|90406.3000|36421.8000|26600.4000|1960.0000|NA|22585.2000|90406.3000|22708.7000
22859|ASIAN PAINTS LTD.|31-03-2016|12|INDAS|94145.5200|11035.2000|ER|106963.3000|48947.3000|34163.5000|1065.9000|NA|19982.4000|106963.3000|28475.2000
22859|ASIAN PAINTS LTD.|31-03-2017|12|INDAS|97969.3500|11554.9000|ER|125594.2000|55143.2000|33037.4000|2575.4000|NA|26269.4000|125594.2000|30555.4000
22859|ASIAN PAINTS LTD.|31-03-2018|12|INDAS|112570.6100|12092.0000|ER|139302.3000|69270.2000|37322.4000|14051.1000|NA|26583.1000|139302.3000|32738.3000
22859|ASIAN PAINTS LTD.|31-03-2019|12|INDAS|131419.6800|13981.6000|ER|163988.2000|86513.2000|64965.6000|2096.7000|NA|31498.6000|163988.2000|38612.5000
22859|ASIAN PAINTS LTD.|31-03-2020|12|INDAS|134467.8900|15051.0000|ER|163102.6000|85750.3000|62723.1000|1402.4000|NA|33898.1000|163102.6000|43797.4000
22859|ASIAN PAINTS LTD.|31-03-2021|12|INDAS|143662.9300|15984.0000|ER|205549.3000|83430.2000|58585.2000|1829.8000|NA|37986.0000|205549.3000|49727.3000
22859|ASIAN PAINTS LTD.|31-03-2022|12|INDAS|208625.7700|18897.9000|ER|232771.3000|78737.3000|55190.6000|4264.3000|NA|61529.8000|232771.3000|48967.6000
28897|BAJAJ FINANCE LTD.|31-03-2015|12|IGAAP|3557.2100|4961.3000|ER|345461.3000|200964.2000|2524.5000|NA|NA|139.2000|345461.3000|NA
28897|BAJAJ FINANCE LTD.|31-03-2016|12|IGAAP|5023.4200|7015.1000|ER|494740.2000|277150.0000|2902.7000|NA|NA|268.7000|494740.2000|53410.0000
28897|BAJAJ FINANCE LTD.|31-03-2017|12|IGAAP|7317.4700|10328.9000|ER|672932.2000|355539.8000|3660.1000|NA|NA|NA|672932.2000|73344.2000
28897|BAJAJ FINANCE LTD.|31-03-2018|12|FS_INDAS|10952.4500|15938.6000|939.0934|863443.3000|NA|4702.6000|NA|NA|NA|863443.3000|51001.1000
28897|BAJAJ FINANCE LTD.|31-03-2019|12|FS_INDAS|14800.7300|21410.9000|961.4294|1263076.8000|NA|6948.4000|NA|NA|NA|1263076.8000|77459.7000
28897|BAJAJ FINANCE LTD.|31-03-2020|12|FS_INDAS|19998.6200|27615.0000|944.7736|1681751.4000|NA|13209.9000|NA|NA|NA|1681751.4000|121018.6000
28897|BAJAJ FINANCE LTD.|31-03-2021|12|FS_INDAS|19722.0700|25597.2000|875.3135|1758700.1000|NA|13157.0000|510.6000|NA|NA|1758700.1000|101699.8000
28897|BAJAJ FINANCE LTD.|31-03-2022|12|FS_INDAS|27712.4400|37180.5000|1013.3126|2170075.9000|NA|17163.0000|341.4000|NA|NA|2170075.9000|156837.4000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2002|12|IGAAP|356924.0900|8290.6000|ER|186406.3000|NA|89801.6000|5544.8000|NA|NA|186406.3000|28737.8000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2003|12|IGAAP|444467.9100|8406.1000|ER|228980.0000|NA|92329.9000|11723.9000|NA|NA|228980.0000|40913.4000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2004|12|IGAAP|485655.8000|8915.6000|ER|236222.7000|NA|96182.8000|17911.4000|NA|NA|236222.7000|48959.9000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2005|12|IGAAP|573513.2300|10420.4000|ER|267800.1000|NA|108094.3000|16333.6000|NA|NA|267800.1000|39875.8000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2006|12|IGAAP|718103.1400|10286.5000|ER|319275.3000|NA|123271.1000|15208.1000|NA|NA|319275.3000|20507.3000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2007|12|IGAAP|901849.4500|11692.4000|ER|379578.8000|NA|134511.0000|12347.8000|NA|NA|379578.8000|48322.5000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2008|12|IGAAP|1043143.9200|14860.7000|ER|481339.8000|NA|143554.4000|24178.9000|NA|NA|481339.8000|43349.3000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2009|12|IGAAP|1269438.6200|21019.0000|ER|542578.6000|NA|146916.8000|61063.8000|NA|NA|542578.6000|51508.1000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2010|12|IGAAP|1152642.6100|23626.4000|ER|631598.1000|NA|171353.8000|77099.1000|NA|NA|631598.1000|50998.7000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2011|12|IGAAP|1443956.8100|30310.2000|ER|681933.0000|328809.0000|196580.6000|81637.6000|NA|182134.6000|681933.0000|46981.3000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2012|12|IGAAP|2004557.9700|25583.4000|ER|789559.4000|343932.1000|249881.6000|44796.0000|NA|210970.9000|789559.4000|66328.5000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2013|12|IGAAP|2276034.2100|30884.3000|ER|809062.8000|376781.6000|247213.6000|73301.6000|NA|199566.9000|809062.8000|79527.6000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2014|12|IGAAP|2464719.5800|33393.9000|ER|907553.9000|435406.4000|275799.5000|89990.0000|NA|231694.7000|907553.9000|111318.1000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2016|12|INDAS|1661186.2200|31558.8000|ER|885239.8000|564668.3000|253585.0000|164543.8000|NA|146437.0000|885239.8000|139977.3000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2017|12|INDAS|1776165.5800|38829.0000|ER|1113215.9000|728177.5000|336835.8000|160371.6000|NA|211967.8000|1113215.9000|147332.9000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2018|12|INDAS|2097867.7400|39868.8000|ER|1229457.7000|819955.6000|455390.4000|98747.4000|NA|225309.4000|1229457.7000|155752.1000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2019|12|INDAS|2698070.5500|42417.6000|ER|1395294.7000|900644.0000|493146.0000|136544.9000|NA|229348.7000|1395294.7000|164616.6000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2020|12|INDAS|2618434.5700|42766.5000|ER|1540300.4000|1102447.7000|601417.0000|177567.4000|NA|222426.0000|1540300.4000|104003.5000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2021|12|INDAS|1970943.5900|59579.0000|ER|1634386.6000|1106467.2000|640982.6000|170372.9000|NA|267067.2000|1634386.6000|234106.0000
33873|BHARAT PETROLEUM CORPN. LTD.|31-03-2022|12|INDAS|3137762.6100|37426.4000|ER|1884788.0000|1258490.8000|839014.3000|154329.5000|NA|421787.4000|1884788.0000|207230.1000
34162|BHARTI AIRTEL LTD.|31-03-2002|12|IGAAP|10757.4500|1545.0000|ER|83811.6000|NA|52027.7000|13799.0000|NA|NA|83811.6000|4046.1000
34162|BHARTI AIRTEL LTD.|31-03-2003|12|IGAAP|21755.6900|3167.9000|ER|97195.0000|NA|69504.2000|5305.9000|NA|NA|97195.0000|9550.9000
34162|BHARTI AIRTEL LTD.|31-03-2004|12|IGAAP|32773.6300|4109.9000|ER|117180.3000|NA|86077.2000|4530.9000|NA|NA|117180.3000|17924.3000
34162|BHARTI AIRTEL LTD.|31-03-2005|12|IGAAP|47491.8800|5717.8000|ER|149529.6000|NA|103824.8000|10166.6000|NA|NA|149529.6000|31807.4000
34162|BHARTI AIRTEL LTD.|31-03-2006|12|IGAAP|66496.8500|8899.7000|ER|204340.4000|NA|138185.9000|24364.8000|NA|NA|204340.4000|46251.2000
34162|BHARTI AIRTEL LTD.|31-03-2007|12|IGAAP|100926.0800|13312.1000|ER|293716.9000|NA|205043.8000|24708.8000|NA|NA|293716.9000|79121.7000
34162|BHARTI AIRTEL LTD.|31-03-2008|12|IGAAP|143852.2300|15912.8000|576.1265|504516.3000|NA|325494.5000|35699.6000|NA|NA|504516.3000|118174.5000
34162|BHARTI AIRTEL LTD.|31-03-2009|12|IGAAP|203486.5200|19244.3000|730.2062|675114.4000|NA|439486.5000|41436.5000|NA|NA|675114.4000|157477.3000
34162|BHARTI AIRTEL LTD.|31-03-2010|12|IGAAP|239643.4400|20222.7000|1034.1451|774995.0000|NA|508490.5000|24359.4000|NA|NA|774995.0000|175335.4000
34162|BHARTI AIRTEL LTD.|31-03-2011|12|INDAS|390945.5000|32784.0000|ER|1487408.0000|1360807.0000|1240509.0000|48234.0000|NA|2139.0000|1487408.0000|NA
34162|BHARTI AIRTEL LTD.|31-03-2012|12|INDAS|487760.9000|35159.0000|ER|1606803.0000|1438141.0000|1291682.0000|44139.0000|NA|1308.0000|1606803.0000|NA
34162|BHARTI AIRTEL LTD.|31-03-2013|12|INDAS|543527.7000|38823.0000|1163.8637|1634873.0000|1414709.0000|1256744.0000|29919.0000|NA|1109.0000|1634873.0000|NA
34162|BHARTI AIRTEL LTD.|31-03-2014|12|INDAS|594794.8000|46228.0000|1358.1291|1879581.0000|1627893.0000|1275029.0000|131116.0000|NA|1422.0000|1879581.0000|NA
34162|BHARTI AIRTEL LTD.|31-03-2015|12|IGAAP|589801.6000|52621.0000|1541.8069|2057044.0000|1623850.0000|1242786.0000|174148.0000|NA|1339.0000|2057044.0000|369569.0000
34162|BHARTI AIRTEL LTD.|31-03-2016|12|INDAS|624797.5000|52774.0000|2121.5708|2333480.0000|2085438.0000|1722928.0000|57020.0000|NA|1692.0000|2333480.0000|361535.0000
34162|BHARTI AIRTEL LTD.|31-03-2017|12|INDAS|638829.2000|46021.0000|1237.6186|2445796.0000|2221500.0000|1782351.0000|108385.0000|NA|488.0000|2445796.0000|349450.0000
34162|BHARTI AIRTEL LTD.|31-03-2018|12|INDAS|589248.2000|41920.0000|685.6419|2650935.0000|2261686.0000|1872004.0000|97512.0000|NA|693.0000|2650935.0000|306030.0000
34162|BHARTI AIRTEL LTD.|31-03-2019|12|INDAS|633174.4000|40211.0000|532.0639|2884056.0000|2514698.0000|2008315.0000|96342.0000|NA|884.0000|2884056.0000|300574.0000
34162|BHARTI AIRTEL LTD.|31-03-2020|12|INDAS|651769.7000|37369.0000|464.4741|3715286.0000|2899622.0000|2292555.0000|42823.0000|NA|1569.0000|3715286.0000|-31431.0000
34162|BHARTI AIRTEL LTD.|31-03-2021|12|INDAS|766335.5000|42202.0000|843.0003|3659635.0000|3067679.0000|2234796.0000|57265.0000|NA|2660.0000|3659635.0000|314700.0000
34162|BHARTI AIRTEL LTD.|31-03-2022|12|INDAS|766549.4000|46014.0000|654.1299|3759026.0000|3191033.0000|2440833.0000|59547.0000|NA|3750.0000|3759026.0000|598097.0000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2007|12|IGAAP|17574.8900|895.2000|ER|11563.9000|NA|3622.1000|163.7000|NA|NA|11563.9000|1340.0000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2008|12|IGAAP|20602.0100|1396.3000|ER|14066.7000|NA|3991.0000|101.3000|NA|NA|14066.7000|2395.7000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2009|12|IGAAP|26764.2800|1840.2000|ER|15177.2000|NA|4705.1000|63.0000|NA|NA|15177.2000|2637.9000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2010|12|IGAAP|29614.9800|1911.6000|ER|15482.9000|NA|4993.5000|101.6000|NA|NA|15482.9000|1734.7000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2011|12|IGAAP|35653.2800|1774.9000|ER|16532.7000|8200.1000|5048.9000|128.2000|NA|3469.5000|16532.7000|2524.6000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2012|12|IGAAP|41728.1100|2111.5000|ER|18781.4000|8874.8000|6243.9000|1112.6000|NA|4317.6000|18781.4000|3155.3000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2013|12|IGAAP|46127.5100|2267.5000|ER|19215.9000|10484.5000|7368.0000|1473.0000|NA|3746.7000|19215.9000|4251.3000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2014|12|IGAAP|50113.3800|2626.6000|ER|21471.9000|10959.5000|8475.9000|1070.9000|NA|4202.7000|21471.9000|6311.2000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2015|12|IGAAP|56688.7500|2944.4000|ER|28214.1000|11433.3000|8440.7000|483.7000|NA|4040.4000|28214.1000|8605.9000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2016|12|INDAS|59406.3100|3413.6000|ER|35363.9000|18061.6000|9502.4000|900.7000|NA|4406.5000|35363.9000|12295.2000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2017|12|INDAS|65387.3200|3526.1000|ER|41632.9000|18177.4000|11447.4000|300.7000|NA|6614.5000|41632.9000|12892.3000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2018|12|INDAS|71164.1200|4016.0000|ER|52614.1000|21003.2000|13306.1000|2028.2000|NA|6527.9000|52614.1000|15169.6000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2019|12|INDAS|77727.8000|4418.2000|ER|63340.7000|27978.1000|16735.7000|1012.4000|NA|7813.8000|63340.7000|17544.0000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2020|12|INDAS|81880.9200|5037.0000|ER|79046.5000|42246.0000|18637.1000|395.5000|NA|7409.6000|79046.5000|18603.9000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2021|12|INDAS|89777.1100|5279.9000|ER|80233.2000|35982.5000|17787.4000|1165.2000|NA|10914.9000|80233.2000|25400.3000
38924|BRITANNIA INDUSTRIES LTD.|31-03-2022|12|INDAS|102373.2000|5432.4000|ER|75305.3000|35540.4000|17392.6000|5356.8000|NA|13674.9000|75305.3000|22136.8000
47858|CIPLA LTD.|31-03-2007|12|IGAAP|24301.0100|2299.2000|ER|44137.9000|NA|13880.7000|731.9000|NA|NA|44137.9000|8559.3000
47858|CIPLA LTD.|31-03-2008|12|IGAAP|28492.3100|2896.8000|ER|57434.3000|NA|16613.6000|2331.2000|NA|NA|57434.3000|9424.5000
47858|CIPLA LTD.|31-03-2009|12|IGAAP|33954.4900|3526.7000|ER|76096.2000|NA|19924.9000|3663.2000|NA|NA|76096.2000|11494.4000
47858|CIPLA LTD.|31-03-2010|12|IGAAP|34802.0500|4130.8000|ER|87040.3000|NA|20111.7000|6842.4000|NA|NA|87040.3000|14726.2000
47858|CIPLA LTD.|31-03-2011|12|IGAAP|44224.8500|6832.7000|ER|91464.0000|46191.1000|30941.8000|2853.4000|NA|19061.6000|91464.0000|14513.3000
47858|CIPLA LTD.|31-03-2012|12|IGAAP|45911.1000|9269.1000|ER|100158.8000|48204.1000|32154.9000|3711.7000|NA|18500.8000|100158.8000|18444.7000
47858|CIPLA LTD.|31-03-2013|12|IGAAP|49327.6900|12377.7000|ER|123982.2000|55388.0000|36099.7000|3777.9000|NA|23870.7000|123982.2000|23792.0000
47858|CIPLA LTD.|31-03-2014|12|IGAAP|64006.5600|18093.7000|ER|148522.9000|91417.5000|64964.7000|4418.4000|NA|28952.6000|148522.9000|24328.4000
47858|CIPLA LTD.|31-03-2015|12|IGAAP|69099.4700|22673.9000|ER|174002.7000|97365.8000|68296.4000|5809.0000|NA|37806.2000|174002.7000|22843.0000
47858|CIPLA LTD.|31-03-2016|12|INDAS|86852.4200|27610.2000|ER|212570.4000|122869.5000|93683.2000|20608.7000|NA|38080.5000|212570.4000|26778.8000
47858|CIPLA LTD.|31-03-2017|12|INDAS|93465.9200|29146.2000|ER|211892.0000|122324.4000|94902.4000|16829.8000|NA|34852.8000|211892.0000|25965.9000
47858|CIPLA LTD.|31-03-2018|12|INDAS|96244.7600|30019.9000|ER|230266.0000|120473.3000|99491.4000|9813.3000|NA|40447.0000|230266.0000|29632.8000
47858|CIPLA LTD.|31-03-2019|12|INDAS|103328.9200|31853.5000|825.7776|240944.9000|115395.4000|95465.1000|6761.8000|NA|39648.3000|240944.9000|33479.1000
47858|CIPLA LTD.|31-03-2020|12|INDAS|107079.7200|33968.7000|848.9245|242914.8000|122940.3000|95585.9000|8245.3000|NA|43776.0000|242914.8000|35437.1000
47858|CIPLA LTD.|31-03-2021|12|INDAS|122872.9600|31506.6000|813.2189|257453.8000|123033.2000|93937.7000|9688.9000|NA|46691.8000|257453.8000|44209.7000
47858|CIPLA LTD.|31-03-2022|12|INDAS|139280.0800|34918.3000|869.4041|276536.0000|127429.0000|96219.1000|7661.8000|NA|53502.4000|276536.0000|46428.6000
48799|COAL INDIA LTD.|31-03-2005|12|IGAAP|190282.7800|113795.4000|ER|336229.9000|NA|101575.6000|13907.0000|NA|NA|336229.9000|NA
48799|COAL INDIA LTD.|31-03-2006|12|IGAAP|190908.8400|101626.7000|223.5092|401308.1000|NA|101005.7000|12924.7000|NA|NA|401308.1000|98402.6000
48799|COAL INDIA LTD.|31-03-2007|12|IGAAP|200369.0800|105009.8000|237.7750|445827.8000|NA|101651.0000|14895.9000|NA|NA|445827.8000|97821.8000
48799|COAL INDIA LTD.|31-03-2008|12|IGAAP|230784.1400|127020.0000|296.5863|528997.5000|NA|104415.9000|17725.2000|NA|NA|528997.5000|100582.2000
48799|COAL INDIA LTD.|31-03-2009|12|IGAAP|309105.6700|198333.5000|478.7959|640771.4000|NA|110212.5000|20284.6000|NA|NA|640771.4000|39481.5000
