ca_finance1_cocode|ca_company_name|ca_finance1_year|ca_ann_rep_months|ca_fs_format|ca_cost_of_goods_sold|ca_emp_compens_n_travel|ca_compensation_to_employees_no_of_employees|ca_total_assets|ca_non_current_assets|ca_net_fixed_assets|ca_cap_wip|ca_lt_inventories|ca_st_inventories|ca_total_assets|ca_op_cf_before_working_cap_chg
122573|KOTAK MAHINDRA BANK LTD.|31-03-2015|12|IGAAP|20757.3300|24862.3000|755.7457|1486878.0000|NA|13849.7000|NA|NA|NA|1486878.0000|26437.4000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2016|12|IGAAP|33019.6400|40071.5000|837.8370|2409812.6000|NA|17610.2000|NA|NA|NA|2409812.6000|64744.0000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2017|12|IGAAP|34217.5100|41289.6000|905.0705|2761875.8000|NA|17586.2000|NA|NA|NA|2761875.8000|68069.8000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2018|12|IGAAP|37355.0200|45428.9000|876.1800|3377204.6000|NA|25428.9000|NA|NA|NA|3377204.6000|98035.3000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2019|12|IGAAP|41638.7300|50228.7000|808.4833|3951712.3000|NA|26974.6000|NA|NA|NA|3951712.3000|111243.9000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2020|12|IGAAP|48318.7000|59208.8000|810.7000|4431727.3000|NA|26747.2000|NA|NA|NA|4431727.3000|153896.0000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2021|12|IGAAP|199363.6500|59386.4000|802.1507|4788542.1000|NA|25539.2000|NA|NA|NA|4788542.1000|118997.7000
122573|KOTAK MAHINDRA BANK LTD.|31-03-2022|12|IGAAP|208829.9600|72535.8000|793.4367|5464979.3000|NA|27233.9000|NA|NA|NA|5464979.3000|161855.9000
125123|ULTRATECH CEMENT LTD.|31-03-2004|12|IGAAP|12618.3100|935.0000|ER|38127.4000|NA|30488.0000|277.1000|NA|NA|38127.4000|NA
125123|ULTRATECH CEMENT LTD.|31-03-2005|12|IGAAP|15132.0300|1103.9000|ER|35887.1000|NA|28037.5000|496.5000|NA|NA|35887.1000|4333.5000
125123|ULTRATECH CEMENT LTD.|31-03-2006|12|IGAAP|17243.1800|1169.5000|ER|36535.8000|NA|25697.4000|1411.7000|NA|NA|36535.8000|6071.5000
125123|ULTRATECH CEMENT LTD.|31-03-2007|12|IGAAP|22221.5600|1385.1000|ER|46889.3000|NA|25457.5000|6971.9000|NA|NA|46889.3000|14679.4000
125123|ULTRATECH CEMENT LTD.|31-03-2008|12|IGAAP|23852.9400|1927.7000|ER|62923.1000|NA|25254.8000|22834.1000|NA|NA|62923.1000|18038.9000
125123|ULTRATECH CEMENT LTD.|31-03-2009|12|IGAAP|31109.6000|2455.9000|ER|77681.7000|NA|46619.1000|6782.4000|NA|NA|77681.7000|17956.9000
125123|ULTRATECH CEMENT LTD.|31-03-2010|12|IGAAP|33594.8700|2742.3000|ER|83992.8000|NA|49644.5000|2603.8000|NA|NA|83992.8000|20396.8000
125123|ULTRATECH CEMENT LTD.|31-03-2011|12|IGAAP|66514.9800|6976.7000|ER|218193.5000|143470.8000|127746.1000|7603.0000|NA|20935.1000|218193.5000|27376.4000
125123|ULTRATECH CEMENT LTD.|31-03-2012|12|IGAAP|89978.9100|9186.0000|ER|250661.2000|178727.3000|133139.2000|19402.9000|NA|21979.6000|250661.2000|42303.7000
125123|ULTRATECH CEMENT LTD.|31-03-2013|12|IGAAP|97028.1200|10776.6000|ER|297765.8000|214920.9000|150497.4000|36011.7000|NA|25406.7000|297765.8000|48482.0000
125123|ULTRATECH CEMENT LTD.|31-03-2014|12|IGAAP|104253.4200|11330.7000|ER|323943.4000|229017.8000|180997.0000|21858.6000|NA|25803.5000|323943.4000|40516.8000
125123|ULTRATECH CEMENT LTD.|31-03-2015|12|IGAAP|114302.3300|13148.6000|ER|384387.9000|297762.8000|233428.5000|20497.6000|NA|29491.2000|384387.9000|44653.0000
125123|ULTRATECH CEMENT LTD.|31-03-2016|12|INDAS|117193.8200|14520.8000|ER|424687.0000|319142.2000|253094.2000|12981.2000|NA|24545.8000|424687.0000|49478.9000
125123|ULTRATECH CEMENT LTD.|31-03-2017|12|INDAS|118246.0300|15260.4000|ER|434439.8000|300824.6000|259037.5000|8198.2000|NA|24006.4000|434439.8000|52196.2000
125123|ULTRATECH CEMENT LTD.|31-03-2018|12|INDAS|150714.8000|18102.4000|ER|586864.2000|471761.2000|397153.0000|14066.9000|NA|32675.9000|586864.2000|59859.6000
125123|ULTRATECH CEMENT LTD.|31-03-2019|12|INDAS|204957.8000|22910.7000|190.9225|785497.3000|665749.8000|566446.2000|11030.1000|NA|40989.6000|785497.3000|73618.9000
125123|ULTRATECH CEMENT LTD.|31-03-2020|12|INDAS|212505.3000|25198.6000|209.9883|808159.3000|665164.8000|571509.6000|8451.5000|NA|41833.5000|808159.3000|93481.5000
125123|ULTRATECH CEMENT LTD.|31-03-2021|12|INDAS|216010.1800|23597.8000|196.6483|867428.9000|624958.7000|554116.1000|15462.5000|NA|40179.7000|867428.9000|114650.4000
125123|ULTRATECH CEMENT LTD.|31-03-2022|12|INDAS|262690.9900|25346.8000|181.0486|843924.1000|667094.0000|554875.7000|44655.6000|NA|55955.8000|843924.1000|113111.5000
127106|LARSEN & TOUBRO LTD.|31-03-2002|12|IGAAP|56411.2200|8023.4000|ER|126657.3000|NA|56783.1000|1405.1000|NA|NA|126657.3000|NA
127106|LARSEN & TOUBRO LTD.|31-03-2003|12|IGAAP|75421.3600|9085.4000|ER|134819.0000|NA|54301.2000|1045.5000|NA|NA|134819.0000|11541.3000
127106|LARSEN & TOUBRO LTD.|31-03-2004|12|IGAAP|87900.6800|9662.9000|ER|110452.9000|NA|20610.7000|735.9000|NA|NA|110452.9000|11363.8000
127106|LARSEN & TOUBRO LTD.|31-03-2005|12|IGAAP|119398.7800|11095.3000|ER|134302.0000|NA|20341.8000|1767.9000|NA|NA|134302.0000|13549.7000
127106|LARSEN & TOUBRO LTD.|31-03-2006|12|IGAAP|133133.6200|13181.6000|ER|166675.6000|NA|25430.0000|4265.8000|NA|NA|166675.6000|18409.7000
127106|LARSEN & TOUBRO LTD.|31-03-2007|12|IGAAP|158663.8900|18618.7000|ER|251155.3000|NA|39844.1000|14691.8000|NA|NA|251155.3000|28542.6000
127106|LARSEN & TOUBRO LTD.|31-03-2008|12|IGAAP|226455.9300|25094.7000|ER|403826.6000|NA|54703.2000|30530.7000|NA|NA|403826.6000|42729.6000
127106|LARSEN & TOUBRO LTD.|31-03-2009|12|IGAAP|308392.9500|32072.6000|ER|572554.5000|NA|94121.9000|62054.1000|NA|NA|572554.5000|58111.3000
127106|LARSEN & TOUBRO LTD.|31-03-2010|12|IGAAP|332307.1300|36335.4000|ER|723968.9000|NA|123604.3000|66184.3000|NA|NA|723968.9000|67160.4000
127106|LARSEN & TOUBRO LTD.|31-03-2011|12|IGAAP|373196.3500|59706.2000|ER|972381.4000|421880.1000|156241.6000|123623.7000|NA|30402.7000|972381.4000|79180.0000
127106|LARSEN & TOUBRO LTD.|31-03-2012|12|IGAAP|477757.3100|77785.9000|ER|1222628.7000|551334.1000|193819.1000|149132.3000|NA|42281.6000|1222628.7000|108621.6000
127106|LARSEN & TOUBRO LTD.|31-03-2013|12|IGAAP|549791.6100|94588.9000|ER|1468828.0000|685680.5000|303463.5000|113505.2000|NA|51694.6000|1468828.0000|111809.6000
127106|LARSEN & TOUBRO LTD.|31-03-2014|12|IGAAP|608918.0400|119180.4000|ER|1731153.3000|849809.0000|323547.2000|141785.2000|NA|55274.7000|1731153.3000|120984.7000
127106|LARSEN & TOUBRO LTD.|31-03-2015|12|IGAAP|656443.5500|135189.3000|ER|1981213.2000|1016126.1000|347130.5000|149927.8000|NA|65084.0000|1981213.2000|120295.5000
127106|LARSEN & TOUBRO LTD.|31-03-2016|12|INDAS|734972.8300|151606.6000|ER|1976791.5000|882655.1000|141757.0000|109744.5000|NA|48542.1000|1976791.5000|114628.8000
127106|LARSEN & TOUBRO LTD.|31-03-2017|12|INDAS|797178.1300|157733.9000|ER|2205507.2000|960416.9000|130638.5000|132979.4000|NA|41397.4000|2205507.2000|112549.0000
127106|LARSEN & TOUBRO LTD.|31-03-2018|12|INDAS|848308.4900|171542.9000|ER|2537198.3000|1088142.3000|142343.3000|134434.3000|NA|48478.0000|2537198.3000|132481.4000
127106|LARSEN & TOUBRO LTD.|31-03-2019|12|INDAS|944477.0300|196728.4000|ER|2884033.2000|1176770.3000|169393.8000|139194.9000|NA|64139.3000|2884033.2000|159065.5000
127106|LARSEN & TOUBRO LTD.|31-03-2020|12|INDAS|992760.7900|254318.3000|ER|3182235.8000|1312361.8000|399386.6000|33110.9000|NA|57466.5000|3182235.8000|183232.3000
127106|LARSEN & TOUBRO LTD.|31-03-2021|12|INDAS|901172.2300|261352.9000|ER|3264179.4000|1266041.6000|406725.4000|5003.9000|NA|58205.4000|3264179.4000|163426.4000
127106|LARSEN & TOUBRO LTD.|31-03-2022|12|INDAS|1063339.6100|314196.8000|ER|3343902.3000|1214664.1000|387738.4000|12495.5000|NA|59433.2000|3343902.3000|189590.8000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2002|12|IGAAP|33802.8300|7849.2000|ER|61868.8000|NA|16698.0000|3876.1000|NA|NA|61868.8000|5965.6000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2003|12|IGAAP|37263.2000|8617.8000|ER|65788.9000|NA|18345.5000|952.5000|NA|NA|65788.9000|6863.7000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2004|12|IGAAP|49083.0000|10418.8000|ER|70525.0000|NA|17726.1000|635.4000|NA|NA|70525.0000|8147.9000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2005|12|IGAAP|67173.1100|13237.7000|ER|94723.7000|NA|18955.9000|1266.6000|NA|NA|94723.7000|11583.4000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2006|12|IGAAP|88308.6300|16739.1000|ER|136067.5000|NA|22948.3000|3107.2000|NA|NA|136067.5000|17640.8000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2007|12|IGAAP|120949.3700|28698.7000|ER|202446.4000|NA|42274.5000|5593.0000|NA|NA|202446.4000|27359.3000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2008|12|IGAAP|167345.9700|42929.9000|ER|264685.3000|NA|64713.4000|11541.7000|NA|NA|264685.3000|32569.4000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2009|12|IGAAP|188002.1900|47620.1000|ER|321046.6000|NA|73900.8000|17517.3000|NA|NA|321046.6000|32142.3000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2010|12|IGAAP|215846.3600|50411.3000|ER|363616.0000|NA|85526.4000|19676.9000|NA|NA|363616.0000|50826.2000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2011|12|IGAAP|260085.3100|44766.4000|ER|513210.7000|298259.0000|145709.7000|14082.8000|NA|54491.5000|513210.7000|55277.5000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2012|12|IGAAP|447927.0500|68814.4000|ER|641956.1000|350955.1000|165876.4000|20989.2000|NA|71576.7000|641956.1000|65449.7000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2013|12|IGAAP|519601.7900|71428.2000|ER|769140.1000|425634.2000|183073.4000|16312.0000|NA|84169.0000|769140.1000|76634.5000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2014|12|IGAAP|558052.1000|72628.1000|ER|887386.4000|490068.6000|183809.6000|21910.5000|NA|83535.4000|887386.4000|80864.0000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2015|12|IGAAP|542168.6400|75991.3000|ER|953743.1000|554995.4000|190467.4000|30321.4000|NA|84533.9000|953743.1000|64535.4000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2016|12|INDAS|566298.7900|81465.5000|ER|1020756.0000|579442.9000|205847.1000|23713.5000|NA|91161.2000|1020756.0000|75952.8000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2017|12|INDAS|639911.4600|94335.1000|ER|1193058.9000|688549.4000|209890.1000|42789.4000|NA|88860.1000|1193058.9000|79114.5000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2018|12|INDAS|683666.3400|105883.3000|ER|1427336.2000|818766.6000|261819.0000|42694.7000|NA|93355.7000|1427336.2000|101590.3000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2019|12|INDAS|773170.7300|119324.1000|468.4200|1678204.1000|969060.2000|289827.4000|47598.4000|NA|122001.6000|1678204.1000|111123.4000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2020|12|INDAS|507326.2500|88270.3000|320.8914|1720023.4000|1059476.7000|296892.7000|68564.8000|NA|111118.6000|1720023.4000|77741.2000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2021|12|INDAS|501060.8400|80322.6000|300.5100|1732794.8000|984076.8000|213796.8000|78726.1000|NA|96154.1000|1732794.8000|75877.2000
136444|MAHINDRA & MAHINDRA LTD.|31-03-2022|12|INDAS|648163.7800|87587.3000|322.5669|1808397.4000|1029768.6000|260184.9000|67028.1000|NA|115958.2000|1808397.4000|105147.1000
136494|TECH MAHINDRA LTD.|31-03-2005|12|IGAAP|4229.4700|6207.1000|ER|6784.7000|NA|1710.2000|70.5000|NA|NA|6784.7000|1348.2000
136494|TECH MAHINDRA LTD.|31-03-2006|12|IGAAP|5543.3100|7603.2000|ER|10222.1000|NA|2699.9000|198.3000|NA|NA|10222.1000|2857.7000
136494|TECH MAHINDRA LTD.|31-03-2007|12|IGAAP|13115.8000|14940.0000|576.2823|17727.0000|NA|3842.0000|579.0000|NA|NA|17727.0000|7345.0000
136494|TECH MAHINDRA LTD.|31-03-2008|12|IGAAP|13748.9000|20913.0000|692.6674|22615.0000|NA|4356.0000|1640.0000|NA|NA|22615.0000|8902.0000
136494|TECH MAHINDRA LTD.|31-03-2009|12|IGAAP|15952.1000|22168.0000|752.8432|30599.0000|NA|4979.0000|1541.0000|NA|NA|30599.0000|12810.0000
136494|TECH MAHINDRA LTD.|31-03-2010|12|IGAAP|18980.3000|23840.0000|619.2877|59113.0000|NA|6043.0000|1188.0000|NA|NA|59113.0000|11368.0000
136494|TECH MAHINDRA LTD.|31-03-2011|12|IGAAP|23379.1000|27721.0000|632.1968|60778.0000|40263.0000|6170.0000|608.0000|NA|6.0000|60778.0000|11683.0000
136494|TECH MAHINDRA LTD.|31-03-2012|12|IGAAP|24857.2000|32587.0000|711.6993|70612.0000|47149.0000|6825.0000|1671.0000|NA|NA|70612.0000|11414.0000
136494|TECH MAHINDRA LTD.|31-03-2013|12|IGAAP|30508.6000|39701.0000|444.8856|92256.0000|59083.0000|12446.0000|343.0000|NA|110.0000|92256.0000|14339.0000
136494|TECH MAHINDRA LTD.|31-03-2014|12|IGAAP|82404.3000|106028.0000|1096.2199|169122.0000|57581.0000|25944.0000|2662.0000|NA|98.0000|169122.0000|44758.0000
136494|TECH MAHINDRA LTD.|31-03-2015|12|IGAAP|99617.9000|129115.0000|1163.3795|209321.0000|79298.0000|40329.0000|5677.0000|NA|245.0000|209321.0000|43703.0000
136494|TECH MAHINDRA LTD.|31-03-2016|12|INDAS|121372.3000|149922.0000|1330.6871|233704.0000|78954.0000|43093.0000|6294.0000|NA|403.0000|233704.0000|49135.0000
136494|TECH MAHINDRA LTD.|31-03-2017|12|INDAS|142237.0000|165845.0000|1321.5909|268505.0000|100249.0000|63590.0000|3729.0000|NA|611.0000|268505.0000|45628.0000
136494|TECH MAHINDRA LTD.|31-03-2018|12|INDAS|148241.5000|177360.0000|1481.8229|312660.0000|126093.0000|74318.0000|2399.0000|NA|659.0000|312660.0000|58631.0000
136494|TECH MAHINDRA LTD.|31-03-2019|12|INDAS|158462.4000|187767.0000|1455.3278|344679.0000|121644.0000|68904.0000|2763.0000|NA|752.0000|344679.0000|71506.0000
136494|TECH MAHINDRA LTD.|31-03-2020|12|INDAS|173772.3000|201485.0000|1515.6800|384138.0000|144648.0000|87276.0000|501.0000|NA|358.0000|384138.0000|63930.0000
136494|TECH MAHINDRA LTD.|31-03-2021|12|INDAS|233265.9000|197676.0000|1605.3745|407064.0000|147012.0000|89294.0000|1183.0000|NA|242.0000|407064.0000|79449.0000
136494|TECH MAHINDRA LTD.|31-03-2022|12|INDAS|282069.6000|230342.0000|868.9538|458766.0000|206939.0000|147039.0000|1651.0000|NA|405.0000|458766.0000|90333.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2004|12|IGAAP|99150.3000|2925.0000|ER|58654.0000|NA|18637.0000|763.0000|NA|NA|58654.0000|11824.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2005|12|IGAAP|94457.3000|1910.0000|ER|66865.0000|NA|19085.0000|454.0000|NA|NA|66865.0000|16669.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2006|12|IGAAP|100959.9000|2257.0000|ER|85615.0000|NA|17348.0000|3143.0000|NA|NA|85615.0000|19297.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2007|12|IGAAP|123033.0000|3008.0000|ER|104997.0000|NA|26996.0000|2534.0000|NA|NA|104997.0000|22857.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2008|12|IGAAP|152764.7000|3708.0000|ER|127143.0000|NA|33393.0000|7746.0000|NA|NA|127143.0000|29466.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2009|12|IGAAP|185678.1000|4511.0000|ER|141101.0000|NA|42163.0000|8674.0000|NA|NA|141101.0000|17859.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2010|12|IGAAP|253723.1000|5063.0000|ER|170102.0000|NA|51713.0000|3922.0000|NA|NA|170102.0000|41969.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2011|12|IGAAP|327006.3000|7418.0000|ER|192112.0000|94469.0000|56718.0000|8792.0000|NA|14386.0000|192112.0000|38905.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2012|12|IGAAP|326910.6000|8899.0000|ER|231853.0000|119398.0000|77455.0000|9427.0000|NA|18378.0000|231853.0000|26445.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2013|12|IGAAP|390938.3500|11235.5000|ER|275989.0000|164199.0000|100217.0000|19665.0000|NA|18872.0000|275989.0000|45335.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2014|12|IGAAP|384153.1000|14274.0000|ER|315833.0000|170062.0000|110337.0000|26395.0000|NA|17632.0000|315833.0000|51109.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2015|12|IGAAP|430533.9000|16752.0000|ER|345838.0000|258884.0000|124895.0000|18901.0000|NA|27453.0000|345838.0000|67790.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2016|12|INDAS|471848.6000|20003.0000|ER|433583.0000|354066.0000|125296.0000|10069.0000|NA|31326.0000|433583.0000|89348.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2017|12|INDAS|557032.0000|23603.0000|ER|525897.0000|437815.0000|133107.0000|12523.0000|NA|32637.0000|525897.0000|104131.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2018|12|INDAS|652826.3000|28634.0000|ER|605952.0000|526522.0000|133888.0000|21321.0000|NA|31602.0000|605952.0000|120361.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2019|12|INDAS|712007.1000|32850.0000|ER|642658.0000|518640.0000|154373.0000|16069.0000|NA|33226.0000|642658.0000|110595.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2020|12|INDAS|647015.8000|34162.0000|ER|639680.0000|554934.0000|157444.0000|14152.0000|NA|32139.0000|639680.0000|75034.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2021|12|INDAS|612438.2000|34316.0000|ER|719122.0000|532407.0000|149887.0000|14968.0000|NA|30490.0000|719122.0000|55310.0000
140829|MARUTI SUZUKI INDIA LTD.|31-03-2022|12|INDAS|762111.3000|40514.0000|ER|752076.0000|578370.0000|137472.0000|29365.0000|NA|35323.0000|752076.0000|58319.0000
155695|N T P C LTD.|31-03-2005|12|IGAAP|176985.2000|10047.0000|ER|683460.0000|NA|224963.0000|98496.0000|NA|NA|683460.0000|73357.0000
155695|N T P C LTD.|31-03-2006|12|IGAAP|206078.4000|11767.0000|ER|786335.0000|NA|233783.0000|159537.0000|NA|NA|786335.0000|82069.0000
155695|N T P C LTD.|31-03-2007|12|IGAAP|247584.6000|14000.0000|ER|897710.0000|NA|258768.0000|198404.0000|NA|NA|897710.0000|113461.0000
155695|N T P C LTD.|31-03-2008|12|IGAAP|277216.2000|22050.0000|ER|1009710.0000|NA|281589.0000|256296.0000|NA|NA|1009710.0000|143352.0000
155695|N T P C LTD.|31-03-2009|12|IGAAP|326351.4000|28343.0000|ER|1155093.0000|NA|349640.0000|309293.0000|NA|NA|1155093.0000|135924.0000
155695|N T P C LTD.|31-03-2010|12|IGAAP|361723.2500|28997.0000|ER|1299750.2000|NA|388020.4000|376820.6000|NA|NA|1299750.2000|155624.9000
155695|N T P C LTD.|31-03-2011|12|IGAAP|429730.5000|32586.6000|ER|1505033.3000|1035198.6000|448616.2000|410920.2000|NA|39641.1000|1505033.3000|176912.3000
155695|N T P C LTD.|31-03-2012|12|IGAAP|508282.8100|36996.2000|ER|1649272.9000|1228140.4000|511314.9000|503982.6000|NA|42393.6000|1649272.9000|154455.2000
155695|N T P C LTD.|31-03-2013|12|IGAAP|541679.2200|40382.1000|1503.2530|1942512.2000|1497258.3000|718327.1000|465546.4000|NA|46408.5000|1942512.2000|198974.5000
155695|N T P C LTD.|31-03-2014|12|IGAAP|602012.9000|45756.1000|1740.1191|2128307.1000|1683722.2000|842079.8000|466772.5000|NA|60615.5000|2128307.1000|205283.6000
155695|N T P C LTD.|31-03-2015|12|IGAAP|648466.6800|44095.6000|1736.3527|2339215.7000|1919469.1000|918530.2000|604429.8000|NA|80597.0000|2339215.7000|180678.7000
155695|N T P C LTD.|31-03-2016|12|INDAS|559652.3600|41600.2000|1702.6196|2411782.1000|2101999.5000|929293.6000|713263.5000|NA|71445.5000|2411782.1000|192733.9000
155695|N T P C LTD.|31-03-2017|12|INDAS|622113.6900|49107.7000|2105.9404|2644723.7000|2317083.2000|1045316.6000|840087.5000|NA|66895.9000|2644723.7000|230000.8000
155695|N T P C LTD.|31-03-2018|12|INDAS|666350.8200|53635.2000|2386.3695|2927329.6000|2532897.5000|1282454.2000|792647.5000|NA|62708.8000|2927329.6000|235667.4000
155695|N T P C LTD.|31-03-2019|12|INDAS|764256.2800|65247.6000|3070.7617|3709511.9000|3219996.1000|1509845.3000|1090356.4000|NA|85134.5000|3709511.9000|296386.1000
155695|N T P C LTD.|31-03-2020|12|INDAS|803960.5400|65360.1000|3255.1891|4046929.8000|3474866.8000|1878027.9000|902317.4000|NA|113187.8000|4046929.8000|325805.1000
155695|N T P C LTD.|31-03-2021|12|INDAS|819562.6900|65247.2000|3411.2108|4275794.6000|3694556.4000|2032451.8000|926279.2000|NA|100197.0000|4275794.6000|361959.0000
155695|N T P C LTD.|31-03-2022|12|INDAS|980562.6300|69543.3000|521.4074|4465746.2000|3871244.9000|2249230.2000|864325.5000|NA|103700.0000|4465746.2000|419471.8000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2002|12|IGAAP|113062.1500|21883.5000|ER|579976.9000|NA|222925.4000|6903.2000|NA|NA|579976.9000|123005.6000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2003|12|IGAAP|108225.7000|26006.5000|ER|779677.0000|NA|323215.7000|9338.1000|NA|NA|779677.0000|200445.5000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2004|12|IGAAP|219474.1500|26217.1000|ER|878509.2000|NA|374916.2000|43757.2000|NA|NA|878509.2000|189749.2000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2005|12|IGAAP|294923.5300|28291.9000|ER|1040413.5000|NA|375923.3000|89545.7000|NA|NA|1040413.5000|263836.2000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2006|12|IGAAP|412033.6000|31093.4000|ER|1256538.5000|NA|468547.4000|76291.9000|NA|NA|1256538.5000|298473.5000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2007|12|IGAAP|494480.9600|50060.8000|ER|1520061.4000|NA|567712.1000|64055.0000|NA|NA|1520061.4000|350049.8000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2008|12|IGAAP|617963.5400|62389.9000|ER|1482672.4000|NA|582452.4000|86350.9000|NA|NA|1482672.4000|399263.1000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2009|12|IGAAP|689270.5800|50128.6000|ER|1896026.0000|NA|751975.1000|165221.8000|NA|NA|1896026.0000|387461.3000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2010|12|IGAAP|724875.3700|60654.4000|ER|2091506.5000|NA|850812.2000|256138.4000|NA|NA|2091506.5000|381008.1000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2011|12|IGAAP|931274.0200|71495.6000|ER|2326929.0000|1882199.4000|930483.7000|347600.6000|NA|85675.7000|2326929.0000|529387.8000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2012|12|IGAAP|889575.3500|16958.2000|ER|2665832.5000|2042525.0000|993424.2000|496981.2000|NA|131680.2000|2665832.5000|659731.5000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2013|12|IGAAP|1007683.6000|24579.9000|ER|2995873.9000|2429580.8000|1196436.1000|533850.2000|NA|127726.0000|2995873.9000|582963.4000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2014|12|IGAAP|1380541.7000|114805.9000|ER|3655201.9000|3010069.3000|1559234.1000|720336.9000|NA|148014.6000|3655201.9000|603656.1000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2015|12|IGAAP|1221149.6400|102218.1000|ER|3603367.3000|3017224.4000|1799329.5000|633933.8000|NA|106198.1000|3603367.3000|544306.0000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2016|12|INDAS|852331.1800|96147.4000|ER|3902609.9000|3243161.0000|1662767.3000|576684.9000|NA|99180.7000|3902609.9000|467676.5000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2017|12|INDAS|2305647.9100|157649.9000|ER|4960469.0000|4055079.6000|2111253.5000|590424.8000|NA|305553.7000|4960469.0000|580770.3000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2018|12|INDAS|2634601.8200|156739.3000|ER|5269603.3000|4417452.2000|2260498.0000|615118.7000|NA|312535.8000|5269603.3000|673353.5000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2019|12|INDAS|3364348.3700|165661.3000|ER|5603286.0000|4694531.2000|2303828.2000|690564.5000|NA|359494.2000|5603286.0000|866001.1000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2020|12|INDAS|3361816.8700|162162.0000|ER|5270566.6000|4423115.0000|2438840.9000|838324.0000|NA|340651.3000|5270566.6000|679074.3000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2021|12|INDAS|2549158.4800|144490.4000|ER|5498925.8000|4529743.6000|2437384.9000|1003088.2000|NA|457358.6000|5498925.8000|586614.3000
163226|OIL & NATURAL GAS CORPN. LTD.|31-03-2022|12|INDAS|4050482.4400|156437.6000|4881.7570|5920040.4000|4821651.1000|2543943.0000|1067192.3000|NA|553602.6000|5920040.4000|878244.5000
164646|TATA CONSULTANCY SERVICES LTD.|31-03-2004|12|IGAAP|7.5600|NA|ER|9971.3000|NA|5771.9000|20.7000|NA|NA|9971.3000|20.3000
